Datum von;Day Ahead Preise D_LU;Prognostizierte Erzeugung PV und Wind;Erzeugung Erneuerbare;Erzeugung Konventionelle;Residuallast;GWL
28.02.2021 01:00;40,1;6844;13803;27327,25;37217,75;2.0
28.02.2021 02:00;39,55;6889;13845,5;27154,25;35979,75;2.0
28.02.2021 03:00;39,42;6959,5;13727,25;26830,75;36320,75;2.0
28.02.2021 04:00;38,48;6905,75;13655,75;26703,5;36538,75;2.0
28.02.2021 05:00;39,44;6689;13643,5;26954,5;36682,25;2.0
28.02.2021 06:00;40,06;6396,75;13322,25;27355,75;37209;2.0
28.02.2021 07:00;41;7266;14469,75;27862,25;37777,5;2.0
28.02.2021 08:00;42,04;11211,75;19366,5;27904;36483,75;2.0
28.02.2021 09:00;40,43;16361;24927,75;27071;33830,5;2.0
28.02.2021 10:00;38,9;21287,25;29981,25;25054,25;30714;2.0
28.02.2021 11:00;38,77;24737,5;32787,25;24291,25;29902,5;2.0
28.02.2021 12:00;36;26373,5;33646,25;23614,5;27822,25;2.0
28.02.2021 13:00;27,24;25979;32785;22300;25833,25;2.0
28.02.2021 14:00;26,03;23044;29810,5;21855;26785,5;2.0
28.02.2021 15:00;35,4;17583,5;24578,5;23843;30903,25;2.0
28.02.2021 16:00;37,97;10865,5;17466,75;28404,5;38845;2.0
28.02.2021 17:00;53,1;5964,25;11749,5;35495;48203,75;2.0
28.02.2021 18:00;58,63;5416,5;11454;37532,25;52973,5;2.0
28.02.2021 19:00;59,28;6033,75;12131;36349;52436;2.0
28.02.2021 20:00;55,27;6014;12226,5;35225,75;49283,5;2.0
28.02.2021 21:00;48,25;5770,75;11975,75;34599,25;47385,25;2.0
28.02.2021 22:00;49,06;5385,75;11518,25;33769,5;47389;2.0
28.02.2021 23:00;43,61;4853;10919,25;33402,75;45366;2.0
01.03.2021 00:00;42,5;4321,75;10354;30851;43457,25;1.0
01.03.2021 01:00;40,96;4366,75;10032;31525;42530,25;1.0
01.03.2021 02:00;41;4196,75;9792,25;31338;42560,5;1.0
01.03.2021 03:00;40,95;4048,5;9407,5;32246;43414,75;1.0
01.03.2021 04:00;40,8;3966,25;9386;34522,25;45293,5;1.0
01.03.2021 05:00;44,94;3963,75;9470,25;38131,75;49218,25;1.0
01.03.2021 06:00;57,48;3886,75;9671,5;43421,5;57281,25;1.0
01.03.2021 07:00;65,09;4697,5;11027,75;45890;61920,75;1.0
01.03.2021 08:00;66,38;8628;15376,5;45302;60366,5;1.0
01.03.2021 09:00;59,16;13921,25;20026,5;42961,25;56111;1.0
01.03.2021 10:00;52,4;19403,75;24156,75;42910;52570,75;1.0
01.03.2021 11:00;44,48;23794,75;27405;41541;49536,25;1.0
01.03.2021 12:00;42,05;25852,25;29868,5;38661;46873;1.0
01.03.2021 13:00;40,07;25700,75;30667,5;37435,25;44352,75;1.0
01.03.2021 14:00;40,03;22867,25;28834,25;37590,25;44430,25;1.0
01.03.2021 15:00;41,75;17457,75;23859,5;38675,25;48145,5;1.0
01.03.2021 16:00;46,15;10712;16717,25;41724,75;54589;1.0
01.03.2021 17:00;55,78;5700,5;10833,25;44149,5;62301,75;1.0
01.03.2021 18:00;68,49;5306,5;11037,75;47330,75;65776;1.0
01.03.2021 19:00;64,99;6271,5;12756,75;47163,75;64056;1.0
01.03.2021 20:00;57,36;6667,25;13486,5;43069,75;59392,25;1.0
01.03.2021 21:00;50,85;6720,75;13609,25;41966,75;55594;1.0
01.03.2021 22:00;48,05;6539,75;13677,25;41081;52238,25;1.0
01.03.2021 23:00;42,65;6215,75;13586;38925,5;48507,5;1.0
02.03.2021 00:00;44,32;5951;13285,5;38057,5;45663,5;4.0
02.03.2021 01:00;43,89;5645,25;12900,5;37832,25;44548,25;4.0
02.03.2021 02:00;43,36;5231;12422,25;37683;44066,25;4.0
02.03.2021 03:00;42,14;4795,25;11943,25;37825,75;45084,5;4.0
02.03.2021 04:00;42,1;4378,75;11693;38381,25;46941;4.0
02.03.2021 05:00;47,27;4059,5;11393,75;41268,25;50589;4.0
02.03.2021 06:00;55,91;3720,75;11252,5;44843;57656,75;4.0
02.03.2021 07:00;66,07;4573,75;12498,75;47400,25;61226,75;4.0
02.03.2021 08:00;71,04;8519,5;17754,75;46683,25;58318,25;4.0
02.03.2021 09:00;58,73;13998,5;23962,25;43667,25;52435;4.0
02.03.2021 10:00;51,02;19656,75;28831,75;42675,5;47783,5;4.0
02.03.2021 11:00;44,68;24405,25;32454,25;41004;44158;4.0
02.03.2021 12:00;43,36;26906,25;34506,5;38672,25;41173,75;4.0
02.03.2021 13:00;43,79;26549,5;34731,75;38164,75;39311,5;4.0
02.03.2021 14:00;43,34;23189,5;31344,5;38297,25;40864;4.0
02.03.2021 15:00;45,22;16900;24954;39986,75;46131,25;4.0
02.03.2021 16:00;53,2;9259,25;16749;43409,5;53133,5;4.0
02.03.2021 17:00;58,63;3389,5;10184,75;46958,75;61469,25;4.0
02.03.2021 18:00;79,31;2267;9771,5;50269,5;65800,5;4.0
02.03.2021 19:00;78,62;3061,5;10947,75;50439,25;64869;4.0
02.03.2021 20:00;63,45;3536,5;11413,5;46564;60631,25;4.0
02.03.2021 21:00;56,92;3612,25;11462,5;45239,5;56649,75;4.0
02.03.2021 22:00;55,48;3372,75;10870,5;44649,5;54082,75;4.0
02.03.2021 23:00;52,13;2999,75;10335,5;43989,5;50976;4.0
03.03.2021 00:00;45,52;3948,5;9902,5;41501;48210,5;4.0
03.03.2021 01:00;44,72;3562,5;9590,5;39890,25;46924,25;4.0
03.03.2021 02:00;43,81;3354;9468,5;39529,25;46350,75;4.0
03.03.2021 03:00;43,93;3306,25;9588,25;39629,25;46802,25;4.0
03.03.2021 04:00;44,07;3375;9939,75;40535;48388;4.0
03.03.2021 05:00;49,38;3649,75;10365,5;43051,25;51732;4.0
03.03.2021 06:00;58,99;3949,75;10733,25;46794,75;58581;4.0
03.03.2021 07:00;67,04;5869,25;12177,5;48454,5;62449,25;4.0
03.03.2021 08:00;66,75;11079,75;16880,25;49038,75;60469,5;4.0
03.03.2021 09:00;58,2;16986;21834,5;47970,75;55348,5;4.0
03.03.2021 10:00;49,51;22022,25;25037,75;46645,25;51971,5;4.0
03.03.2021 11:00;44,72;25659,75;26856,5;45270,75;50307;4.0
03.03.2021 12:00;44,15;27292,25;27505,75;44436;48914;4.0
03.03.2021 13:00;42,76;26711,5;26852,5;43032,5;48337,25;4.0
03.03.2021 14:00;43,19;23815,5;24644,25;43456;49125,5;4.0
03.03.2021 15:00;44,9;18467,75;20977,5;43719,5;51661,75;4.0
03.03.2021 16:00;46,98;12102;16998;43643;54829;4.0
03.03.2021 17:00;56,36;7728,25;15093;45923,75;58322;4.0
03.03.2021 18:00;67,68;7830,5;17039;47491,75;59952,25;4.0
03.03.2021 19:00;70;9321;18847,25;46387,5;58261;4.0
03.03.2021 20:00;60,22;9941,5;19494,25;44214;53868,5;4.0
03.03.2021 21:00;54,74;10089,5;19556,25;42077,5;50203,25;4.0
03.03.2021 22:00;52,24;10088;19160,75;41136,75;47431,75;4.0
03.03.2021 23:00;46,01;10152,5;18946;40287,25;43654,75;4.0
04.03.2021 00:00;48,12;10721,75;18560;37987,75;40793,75;30.0
04.03.2021 01:00;46,14;10967,75;18170,75;37207;39689,75;30.0
04.03.2021 02:00;44,25;10929,75;17692,25;36731,5;39239;30.0
04.03.2021 03:00;43,39;10843,25;17393;35802,5;39927,5;30.0
04.03.2021 04:00;43,96;10650;17219;36659,25;41265,25;30.0
04.03.2021 05:00;46,47;10444,25;16643,5;39156,5;45164,25;30.0
04.03.2021 06:00;55,8;10187;16120,5;43378,75;52028;30.0
04.03.2021 07:00;62,01;10698,5;16067,5;45882,5;57572,5;30.0
04.03.2021 08:00;65,71;13027,75;18256;47131,25;58151,5;30.0
04.03.2021 09:00;64,93;15462,5;21102;44846,5;55446,5;30.0
04.03.2021 10:00;60,05;17571,5;23831,75;43929,75;53255,75;30.0
04.03.2021 11:00;56,45;18917,25;24782,25;44639,75;53354,75;30.0
04.03.2021 12:00;55;18854,5;25047,75;44923,25;52788,25;30.0
04.03.2021 13:00;53,98;18146,75;24566;43638,25;51893,25;30.0
04.03.2021 14:00;53,23;16939,5;22747,5;43306;53066,25;30.0
04.03.2021 15:00;53,49;15373,25;20871,5;43809,75;54372;30.0
04.03.2021 16:00;53,07;13545,5;18413;43651;56100,25;30.0
04.03.2021 17:00;56,09;11862,5;16730,25;45869,75;58339,25;30.0
04.03.2021 18:00;62,13;11679;16691,75;47219,75;60811;30.0
04.03.2021 19:00;66,14;12440,75;17953,25;46109,5;58804,75;30.0
04.03.2021 20:00;57,6;12599,25;19119,25;43355,5;53918;30.0
04.03.2021 21:00;53,1;12418,75;20080,25;42179;49314,75;30.0
04.03.2021 22:00;50,57;11995;19718,75;41626,75;46601,75;30.0
04.03.2021 23:00;46,13;11270,75;19659,75;39787,25;42826;30.0
05.03.2021 00:00;45,63;10948,5;18614,75;37772,75;40992;15.0
05.03.2021 01:00;44,25;9981,75;17840,5;37149,25;40119,25;15.0
05.03.2021 02:00;42,65;9271,5;17255,25;36766,75;39619,75;15.0
05.03.2021 03:00;42,03;8791;16065,75;36825,25;40977,25;15.0
05.03.2021 04:00;43,39;8449,75;15094;37509,25;43194,5;15.0
05.03.2021 05:00;47;8114,25;14762,5;39332,25;47169,25;15.0
05.03.2021 06:00;57,31;7664;14495,5;42304;54033,75;15.0
05.03.2021 07:00;64,85;8141,75;14482,25;44606,5;59247,25;15.0
05.03.2021 08:00;67,97;10948,25;17188;45520;59524,25;15.0
05.03.2021 09:00;65,18;14951,25;21453,25;43878,75;56172;15.0
05.03.2021 10:00;60,14;18975,5;26536,75;42931,75;51526;15.0
05.03.2021 11:00;57,64;21705;30140;41267,5;48630,75;15.0
05.03.2021 12:00;55,01;22651,5;30702,75;40203,75;47174,25;15.0
05.03.2021 13:00;47,13;22133,25;29562,75;39774,25;46578,25;15.0
05.03.2021 14:00;44,24;20441,25;27369;39210,5;47236,5;15.0
05.03.2021 15:00;45,8;17234,75;24587,5;40271,75;48777,25;15.0
05.03.2021 16:00;51,99;12635;19939,75;41095,5;52860,25;15.0
05.03.2021 17:00;58,91;8167,25;14441,5;43663;58992,5;15.0
05.03.2021 18:00;64,16;6904,25;13283,75;46726,75;62995;15.0
05.03.2021 19:00;65,37;7203;14075,25;45212,25;62208,75;15.0
05.03.2021 20:00;59,17;6975,75;14540;42928,75;57389,5;15.0
05.03.2021 21:00;55,34;6315,75;14232,25;41852,25;53506,5;15.0
05.03.2021 22:00;53,15;5578,5;13783;40613;51324,5;15.0
05.03.2021 23:00;48,17;4930,75;13462;38467;48040;15.0
06.03.2021 00:00;48;6240,25;13108;36445,75;45491,5;5.0
06.03.2021 01:00;45,85;6559;13713;35360;42843,5;5.0
06.03.2021 02:00;43,57;7276,75;14797,75;33761,5;40825,75;5.0
06.03.2021 03:00;40,8;8252,25;15735,75;32766,25;39616,5;5.0
06.03.2021 04:00;40,36;9184,5;16766,25;32417,75;38856,5;5.0
06.03.2021 05:00;40,46;9983;17076,75;33674,5;38678,25;5.0
06.03.2021 06:00;41,45;10606,25;17495,5;35367;39163,25;5.0
06.03.2021 07:00;46,48;12976,75;19967,25;36526,75;39367,5;5.0
06.03.2021 08:00;48,03;18691;25846,75;35764,5;36948,5;5.0
06.03.2021 09:00;45,61;25099,5;31981,25;34768;33305,25;5.0
06.03.2021 10:00;40,92;30854,25;38235,5;32346,25;28352,75;5.0
06.03.2021 11:00;38,53;34805,5;41811,5;30081,5;25671,25;5.0
06.03.2021 12:00;37,43;36091;42880;28961,5;23803,75;5.0
06.03.2021 13:00;37,62;34978,5;41773,75;28716,25;22809,75;5.0
06.03.2021 14:00;36,9;31447,25;38667,5;28539,25;24377,25;5.0
06.03.2021 15:00;38,57;25772,25;33301,5;29815,25;28376,75;5.0
06.03.2021 16:00;40,27;18827;26240,25;32492;35248;5.0
06.03.2021 17:00;48,64;13049,5;20062;37321,25;43993;5.0
06.03.2021 18:00;56,02;11765;19059,25;39615,75;48984,5;5.0
06.03.2021 19:00;58,87;12874;20191,25;39557;47957,25;5.0
06.03.2021 20:00;54,97;13692;21428,25;38045,5;43366,5;5.0
06.03.2021 21:00;48,89;14128;21681,25;36421,25;40671,75;5.0
06.03.2021 22:00;49,68;14219,25;21813,5;36661,75;39422,75;5.0
06.03.2021 23:00;45,03;14336,75;21734,25;35871,75;37068;5.0
07.03.2021 00:00;45,25;15216,5;22241,75;32553,25;33639;5.0
07.03.2021 01:00;41,75;15210,5;22304,5;31217,5;31873;5.0
07.03.2021 02:00;41,65;15147,5;21872,5;31087,5;30969,5;5.0
07.03.2021 03:00;43,44;15009,25;21313,75;31047;31135,75;5.0
07.03.2021 04:00;42,13;14750,5;21179,25;31222;31626;5.0
07.03.2021 05:00;43,85;14507;21883;31536,75;31234;5.0
07.03.2021 06:00;45,24;14320;21786,75;31340,75;31032;5.0
07.03.2021 07:00;44,37;15808,25;23770,75;31615,25;30387;5.0
07.03.2021 08:00;39,58;20658,25;29697,25;30974,25;28049,75;5.0
07.03.2021 09:00;37,58;26494;36835;28929,75;24569,75;5.0
07.03.2021 10:00;38,13;31577,75;41731,25;27316,25;21685,25;5.0
07.03.2021 11:00;38,79;34266,5;44384,5;26653,25;21124,75;5.0
07.03.2021 12:00;38,55;34357,25;45584,25;26294,75;19465,5;5.0
07.03.2021 13:00;37,52;32592,25;44409;25559,75;17896,25;5.0
07.03.2021 14:00;38,11;29141,75;41115,25;26321,25;19124,25;5.0
07.03.2021 15:00;40;23830;35644,5;27907;22541,5;5.0
07.03.2021 16:00;42,4;17474,25;28546,25;31510,25;30255,5;5.0
07.03.2021 17:00;47,67;11945,75;22208,25;36631,25;39897;5.0
07.03.2021 18:00;55,84;9974;19159,25;40308;46832,75;5.0
07.03.2021 19:00;60,91;10015,75;18415,5;41119,25;47519;5.0
07.03.2021 20:00;56,77;9813,75;17827,75;39642;44807;5.0
07.03.2021 21:00;54,27;9322,75;17091;39107,75;43979,25;5.0
07.03.2021 22:00;53;8529,75;15976,25;39155,25;44626,25;5.0
07.03.2021 23:00;48,99;7692;14892,25;38588,5;42910,25;5.0
08.03.2021 00:00;47,3;7237;13488,75;37786,25;42025,25;5.0
08.03.2021 01:00;45,5;6406;12097,25;37509,25;41954;5.0
08.03.2021 02:00;44,48;5675,75;11129,75;38207,5;42264,5;5.0
08.03.2021 03:00;43,02;5039,25;10541,5;38033,75;43575;5.0
08.03.2021 04:00;45;4395,75;9981;39597;45864;5.0
08.03.2021 05:00;50,06;3766,25;9743,75;42242;49708,5;5.0
08.03.2021 06:00;63,92;3200,75;9423,25;46922;57541,75;5.0
08.03.2021 07:00;79,27;4733,25;11298;48832,75;61218,25;5.0
08.03.2021 08:00;86,66;9684,75;16660;49447;59108,75;5.0
08.03.2021 09:00;67,9;15356,75;22210,25;47595,25;54635,25;5.0
08.03.2021 10:00;59,34;20279,5;27190;46413;49887,75;5.0
08.03.2021 11:00;57,73;23389,5;30657,25;45494,25;47042;5.0
08.03.2021 12:00;55,77;24122,5;31381,75;45172,75;45821,5;5.0
08.03.2021 13:00;54,48;22768;29892;45289,25;45975;5.0
08.03.2021 14:00;54,15;19504,25;25991;45661,25;48353,5;5.0
08.03.2021 15:00;55,41;14607,25;20539,25;46752,25;52797,75;5.0
08.03.2021 16:00;58,64;8902;14712,25;47778,25;57521,5;5.0
08.03.2021 17:00;70;4168;10156,75;50591,25;63377,75;5.0
08.03.2021 18:00;100,87;3108;9406,75;52040;67540,75;5.0
08.03.2021 19:00;103,71;4164,75;10884,5;52801,25;66352,5;5.0
08.03.2021 20:00;66,18;5151,75;11800;50002;61070,25;5.0
08.03.2021 21:00;59,16;5945,75;12372,75;47497,75;56799,5;5.0
08.03.2021 22:00;56,87;6530,5;12645,75;45993,5;54128,75;5.0
08.03.2021 23:00;53,14;6814,5;12660;44551,25;51465;5.0
09.03.2021 00:00;47,52;7480,75;12779,5;43342,5;46873,75;35.0
09.03.2021 01:00;46,66;8019,25;13104,5;41842,5;45191,75;35.0
09.03.2021 02:00;43,77;8062,5;13092,25;40964;44316,75;35.0
09.03.2021 03:00;43,09;7908,25;12351,25;41201;45598,75;35.0
09.03.2021 04:00;43,59;7578,5;11846,5;42677;47452,5;35.0
09.03.2021 05:00;48,26;7361;11611,25;45230;51002,5;35.0
09.03.2021 06:00;61,7;7233,25;12126,75;50064,75;57796,75;35.0
09.03.2021 07:00;73,4;8657;13889;51949,75;61210,5;35.0
09.03.2021 08:00;81,35;11716;17638,5;52308,25;60393;35.0
09.03.2021 09:00;72,55;14724;21803,75;49290,5;57069;35.0
09.03.2021 10:00;63,02;17586,75;25207;48701,5;54142,25;35.0
09.03.2021 11:00;59,7;19423;27239;48394,25;53121,25;35.0
09.03.2021 12:00;57,94;19443;27062;47931,25;53362,25;35.0
09.03.2021 13:00;56,47;17786,75;24864;47624,5;53681,25;35.0
09.03.2021 14:00;56,49;14843,5;21085;47619,25;55655,25;35.0
09.03.2021 15:00;57,39;11126;16876,5;49041,25;59145,5;35.0
09.03.2021 16:00;57,05;7161,75;12488;50326,75;62480,25;35.0
09.03.2021 17:00;65;3997;9169,25;50864,25;67019;35.0
09.03.2021 18:00;90,16;3124;8571;53789;70142,75;35.0
09.03.2021 19:00;93,3;3628,25;8761;54672,5;69567;35.0
09.03.2021 20:00;70;3837;8977,25;51841,25;65186;35.0
09.03.2021 21:00;61,7;3849,25;8830;49626;60862,75;35.0
09.03.2021 22:00;58,3;3761;8603;48063,75;57700,25;35.0
09.03.2021 23:00;53,57;3637,25;8603,5;46430,75;53865,25;35.0
10.03.2021 00:00;55,57;3526,25;8933,25;43578,75;50547,5;5.0
10.03.2021 01:00;53,05;3674,5;8943,75;42820,75;48399,75;5.0
10.03.2021 02:00;50,03;3780,5;8937,75;42665,75;47828,75;5.0
10.03.2021 03:00;49,04;4010,5;9251,5;42667,25;48001,25;5.0
10.03.2021 04:00;49;4444,5;9884,75;42936;49010,75;5.0
10.03.2021 05:00;53,08;5075;10813,25;44708,75;51844,5;5.0
10.03.2021 06:00;58,9;5908;11912,75;46582,25;57561,25;5.0
10.03.2021 07:00;69,9;8556;14719;47594;59794,5;5.0
10.03.2021 08:00;68,08;13058,5;18635;47317;59052,75;5.0
10.03.2021 09:00;58,48;17731,25;23302,75;45946,25;54766;5.0
10.03.2021 10:00;50,95;22095,25;27370,5;44256;51005,75;5.0
10.03.2021 11:00;50,39;25829,75;31197;41953,5;47703,75;5.0
10.03.2021 12:00;47,26;28004,5;33696,25;39574,25;44592,5;5.0
10.03.2021 13:00;45,98;28290,25;34781,75;37440,75;42055,75;5.0
10.03.2021 14:00;45,77;26520,75;34126,5;35513,5;41916,75;5.0
10.03.2021 15:00;47,1;23458,25;31657,25;36339;43513,5;5.0
10.03.2021 16:00;49,03;20147,25;28012,25;38035,25;46087,5;5.0
10.03.2021 17:00;55,1;18228,25;26572,25;39307;48980,75;5.0
10.03.2021 18:00;58,51;19884,75;29047,75;39705,75;49988;5.0
10.03.2021 19:00;56,88;23419,5;33404;38034;46327,75;5.0
10.03.2021 20:00;45,04;26546,5;37338,5;33009;38671,25;5.0
10.03.2021 21:00;41,36;29388,5;40289,75;29236,5;32145,5;5.0
10.03.2021 22:00;37,11;31440;41143,5;26133,75;28432;5.0
10.03.2021 23:00;24,12;33273,25;42612,5;24480,5;23399,25;5.0
11.03.2021 00:00;17,8;36973,75;43344,5;20289,25;19367,5;29.0
11.03.2021 01:00;0,1;38036;44464,25;19779,75;16365,75;29.0
11.03.2021 02:00;0,01;39045,75;45264,75;19067,75;14436,25;29.0
11.03.2021 03:00;0;39893;45932,25;19163,5;14144,75;29.0
11.03.2021 04:00;0,03;40633;46566,5;19254,75;15145,25;29.0
11.03.2021 05:00;14,95;41356,75;48150;20235;17444,75;29.0
11.03.2021 06:00;24,97;42482,5;50309,75;22201,5;21901,25;29.0
11.03.2021 07:00;37,9;43061,25;50267,5;25144;27775;29.0
11.03.2021 08:00;39,83;44116;50981;25636,5;30043,5;29.0
11.03.2021 09:00;38,28;45888;52465,75;24188,25;28910;29.0
11.03.2021 10:00;35,84;47846,5;55188;22960,5;26869,75;29.0
11.03.2021 11:00;35,76;49817,5;58436,25;22256,5;24553,25;29.0
11.03.2021 12:00;37,88;51181,75;61145;22058,75;21804,25;29.0
11.03.2021 13:00;30,27;51927,5;61376,75;21874,75;19684;29.0
11.03.2021 14:00;26,21;51879;60053;22174,75;19483,75;29.0
11.03.2021 15:00;30,77;50846,5;58487;22049,25;19838;29.0
11.03.2021 16:00;34,09;48245,5;55603,75;22736,75;21971,75;29.0
11.03.2021 17:00;38,97;44802,5;50991;25159,25;27632,5;29.0
11.03.2021 18:00;48,33;41818,25;49832;27164;31177,75;29.0
11.03.2021 19:00;55,93;40019,75;48762,75;27163,5;31851;29.0
11.03.2021 20:00;39,98;39039,75;46754,25;26365,75;29474,5;29.0
11.03.2021 21:00;31,23;38589,5;45829,5;22639,25;25955,25;29.0
11.03.2021 22:00;27,08;38263,75;44842,5;21123;23930,75;29.0
11.03.2021 23:00;12,13;38504;45930,5;19919,5;19366,25;29.0
12.03.2021 00:00;17,61;39047,5;46224;19016,75;16566;14.0
12.03.2021 01:00;15,8;39267,5;46391,75;18740,5;14096,5;14.0
12.03.2021 02:00;4,59;39527,5;46466,75;18655;12888,75;14.0
12.03.2021 03:00;4,58;40001,75;47038,5;18674,5;13112,25;14.0
12.03.2021 04:00;10,71;40178,75;47069;18671,5;14670,25;14.0
12.03.2021 05:00;21,02;40074,25;47367,5;20213;17697;14.0
12.03.2021 06:00;32,63;40197;48431;23056,25;22897;14.0
12.03.2021 07:00;39,95;41863,5;49165,25;24638,25;27200,25;14.0
12.03.2021 08:00;36,33;46868;54218;23210;24753,25;14.0
12.03.2021 09:00;24,12;53648,75;60475;20534,25;18868,75;14.0
12.03.2021 10:00;0,07;59759,75;64476,75;19674,25;15800,25;14.0
12.03.2021 11:00;0,01;62815,75;66265,75;19203,75;14769,25;14.0
12.03.2021 12:00;-5,09;63049;66547;19079,5;13552,25;14.0
12.03.2021 13:00;-1,14;60988,25;65269,5;18976,5;12813,75;14.0
12.03.2021 14:00;0,09;56893,25;61923,75;18908,75;14339,5;14.0
12.03.2021 15:00;25,35;50944,75;57963,5;20046,75;17590,25;14.0
12.03.2021 16:00;28,21;44224,75;51145,5;21923,5;23746,5;14.0
12.03.2021 17:00;39,99;38349,75;45784;24583;30021;14.0
12.03.2021 18:00;50,58;36704,25;44700,25;26361,25;33161;14.0
12.03.2021 19:00;52,84;37634,25;46057;27134,5;31899;14.0
12.03.2021 20:00;37,95;38597,5;47015,75;24159,75;26349,75;14.0
12.03.2021 21:00;31,56;38854,5;46987,5;21889;22706;14.0
12.03.2021 22:00;34,3;38128,5;45122,25;21104,75;21531;14.0
12.03.2021 23:00;32,81;37192,5;44750,5;19746,75;17940,5;14.0
13.03.2021 00:00;26,61;36615,5;43551,5;19049;15923,25;39.0
13.03.2021 01:00;24,58;35566,5;42673,25;18372,25;14756,25;39.0
13.03.2021 02:00;20,73;34863,5;42434,75;18041,5;14252,25;39.0
13.03.2021 03:00;17,32;34509,75;42078,5;17982,75;14398,25;39.0
13.03.2021 04:00;18,23;34519,5;41887;18063,25;14694,25;39.0
13.03.2021 05:00;17,4;35225;42444,25;17750;14418,75;39.0
13.03.2021 06:00;22,84;36775,5;44717;17693,5;13100;39.0
13.03.2021 07:00;17,15;39537,25;47644;17401,25;12552,75;39.0
13.03.2021 08:00;4,07;43551,75;52159,75;17213,75;12386,75;39.0
13.03.2021 09:00;2,95;47489;56687;16870,25;11849;39.0
13.03.2021 10:00;0,08;50786,75;58983,75;16782,75;11959,5;39.0
13.03.2021 11:00;0;53246,5;60849,25;16588,5;11353,5;39.0
13.03.2021 12:00;-3,17;54329;61402,5;16429,75;10216;39.0
13.03.2021 13:00;-8,66;54440,5;59031;16191,75;10706,75;39.0
13.03.2021 14:00;-8,74;52863,5;57825;16271;10196,25;39.0
13.03.2021 15:00;-4,7;50640,25;56277,5;16412,75;10987;39.0
13.03.2021 16:00;-0,99;47326,75;53903,75;18386,75;12986;39.0
13.03.2021 17:00;16,1;43976,25;51931,5;20072;15823,75;39.0
13.03.2021 18:00;32,5;42142,75;51072,5;21232,75;19226,75;39.0
13.03.2021 19:00;42,63;41884,75;51739;22351,25;18894,75;39.0
13.03.2021 20:00;24,94;41951,75;51251;20227;15885,75;39.0
13.03.2021 21:00;4,38;42140,5;51453,5;19256,75;12894,75;39.0
13.03.2021 22:00;20,02;41818;49629,5;19037,25;13406,5;39.0
13.03.2021 23:00;-0,01;41757;46640,25;18013,25;13687,25;39.0
14.03.2021 00:00;-4,92;41628,25;46102,5;17024,5;11188,5;15.0
14.03.2021 01:00;-2,94;41127,75;45210,25;16575,25;9906;15.0
14.03.2021 02:00;-0,1;40522,5;44913,5;16411,75;9362,75;15.0
14.03.2021 03:00;-1,06;39594,25;43972,5;16520;9810,5;15.0
14.03.2021 04:00;-0,08;38186,5;42420,25;16584,75;11759,75;15.0
14.03.2021 05:00;-0,02;36547,5;40733;16494,25;13145,25;15.0
14.03.2021 06:00;-0,1;35168,75;39719,25;16638,25;13484,5;15.0
14.03.2021 07:00;0;34879,75;41188,25;17434;14032;15.0
14.03.2021 08:00;4,66;36505;43029,25;18176,5;15807,25;15.0
14.03.2021 09:00;19,91;39064,75;44957,75;19157,25;16805,75;15.0
14.03.2021 10:00;14,15;41555,5;47355,75;18632;16960,25;15.0
14.03.2021 11:00;9,97;43724,5;48560;18491,75;18591,5;15.0
14.03.2021 12:00;8,51;44983,5;49012,25;18551,5;17702;15.0
14.03.2021 13:00;-0,01;44952,5;48099,5;17949,75;15660,5;15.0
14.03.2021 14:00;-0,02;43158;46860;17855;15105,25;15.0
14.03.2021 15:00;0,13;39314,25;43660,5;18294;17210,5;15.0
14.03.2021 16:00;17,2;34251,75;38696,25;19375,75;21812,25;15.0
14.03.2021 17:00;28,86;29296;33214,75;23358,75;29176;15.0
14.03.2021 18:00;49,51;26829,5;31432,75;26585,75;34251,75;15.0
14.03.2021 19:00;57,28;26744,75;31180;26475,75;35306,5;15.0
14.03.2021 20:00;45,26;26811;31418;25783,25;33088;15.0
14.03.2021 21:00;43,76;26821;31449,25;23725,25;31161,25;15.0
14.03.2021 22:00;46,9;26495;30445,75;22985,75;31699,5;15.0
14.03.2021 23:00;41,23;26320,75;29879,25;22680;28895,25;15.0
15.03.2021 00:00;40,67;23637;29319;21142,5;27249,5;35.0
15.03.2021 01:00;37,01;23348,75;28963,5;20811,25;26297,5;35.0
15.03.2021 02:00;36,07;23332,5;29159,75;20885,5;25517;35.0
15.03.2021 03:00;35,03;23332,25;29648;20633,75;25418;35.0
15.03.2021 04:00;33,26;23300;29973,25;22065,5;26909;35.0
15.03.2021 05:00;40,69;23399;30216,5;25242,25;30342,25;35.0
15.03.2021 06:00;55,6;23891;30831;30643,25;37371;35.0
15.03.2021 07:00;62,47;25227,5;32031;33301,25;41732,75;35.0
15.03.2021 08:00;64,89;27980,25;35286,25;33098,75;42203,75;35.0
15.03.2021 09:00;61,55;31203;38341,25;31448,75;39917,75;35.0
15.03.2021 10:00;55,05;34123,75;41108,25;31909,75;38324,75;35.0
15.03.2021 11:00;50,42;36469,75;43675,25;31350,25;36749,5;35.0
15.03.2021 12:00;47,98;38104;46353,5;30174;33864,5;35.0
15.03.2021 13:00;45,2;39025,75;47701,75;29376;31524,5;35.0
15.03.2021 14:00;40,77;38892,75;47981,5;28774,75;29243;35.0
15.03.2021 15:00;39,52;37432,75;45912,5;28439;30059;35.0
15.03.2021 16:00;42,61;34475;42197,25;29368;32770,5;35.0
