Datum von;Day Ahead Preise D_LU;Prognostizierte Erzeugung PV und Wind;Erzeugung Erneuerbare;Erzeugung Konventionelle;Residuallast;GWL
01.10.2018 00:00;59,53;5859,25;11903,5;36611,5;36009,25;15.0
01.10.2018 01:00;56,1;5754;11946;36309,75;36009,25;15.0
01.10.2018 02:00;51,41;5902,5;11954;36294,5;35240,5;15.0
01.10.2018 03:00;47,38;6331,5;12162,5;36485,5;35795;15.0
01.10.2018 04:00;47,59;6954,5;12988;37063,25;36541,5;15.0
01.10.2018 05:00;51,61;7644,5;13716,75;39478,5;40186,25;15.0
01.10.2018 06:00;69,13;8274,5;15429,75;43021,75;47884,25;15.0
01.10.2018 07:00;77,32;9201,75;16743,25;49076,5;52731,75;15.0
01.10.2018 08:00;84,97;11146,75;18859,75;50041,25;53472,75;15.0
01.10.2018 09:00;79,56;13677,75;21451,5;49777;51693,5;15.0
01.10.2018 10:00;73,7;16894,75;25178,75;47150,5;49103,5;15.0
01.10.2018 11:00;71,63;20056,75;29274;44279,25;46425;15.0
01.10.2018 12:00;63,15;22432,75;32068,5;40583,75;43387,75;15.0
01.10.2018 13:00;60,24;23929,5;33691,5;39423,5;41098,75;15.0
01.10.2018 14:00;56,18;24815,25;35392,75;38792,25;38783,75;15.0
01.10.2018 15:00;53;24426,25;34680;38127,75;38413;15.0
01.10.2018 16:00;53,37;22760;32692,5;38247;38934,5;15.0
01.10.2018 17:00;60,42;20347,5;28937,25;40767,25;42679,75;15.0
01.10.2018 18:00;69,93;17892;25146,5;43305;47399,5;15.0
01.10.2018 19:00;75;17393,25;24459,25;46288,25;49426;15.0
01.10.2018 20:00;65,83;17578,25;24911,75;43777;46181,75;15.0
01.10.2018 21:00;53,86;17626;24820,75;40847;42323,5;15.0
01.10.2018 22:00;46,46;17124;24116;38288,25;39470;15.0
01.10.2018 23:00;42,5;16464,25;23686,5;35402;35410,25;15.0
02.10.2018 00:00;45,1;16308;23024;34416,75;32683;5.0
02.10.2018 01:00;44,1;15902,75;22339,25;33740,5;31676;5.0
02.10.2018 02:00;44,06;15700,5;22063;33985;30585,25;5.0
02.10.2018 03:00;43,77;15739,75;22942,25;33503,5;30708,5;5.0
02.10.2018 04:00;44,29;16114;24208,5;33734,75;30955;5.0
02.10.2018 05:00;48,13;16674,5;25650,5;35201,75;34043;5.0
02.10.2018 06:00;57,7;17663,5;27312,5;38423,25;40490;5.0
02.10.2018 07:00;68,21;18923,5;29060,5;41687;43868,25;5.0
02.10.2018 08:00;70,36;21996,75;32004,75;41718,5;43298,5;5.0
02.10.2018 09:00;54,53;26305;35833;38453,75;40379,5;5.0
02.10.2018 10:00;48,49;31148;40796;36883,75;36679,25;5.0
02.10.2018 11:00;46,19;35281,75;45550,75;34252;33237,5;5.0
02.10.2018 12:00;44,15;38050,5;48145;31477;30429,25;5.0
02.10.2018 13:00;30,79;39164;48359,75;30599;29709;5.0
02.10.2018 14:00;27,75;39086;48270,5;30085,75;28811,5;5.0
02.10.2018 15:00;30,74;38115;46517;29759,25;29309,75;5.0
02.10.2018 16:00;26,77;36767;45345,75;29706,75;28612;5.0
02.10.2018 17:00;38,68;34873,25;43472,25;30624,75;29873,75;5.0
02.10.2018 18:00;48,52;33119,5;42003;32215,5;31776,75;5.0
02.10.2018 19:00;49,03;32488,75;41340,25;33526;34089,25;5.0
02.10.2018 20:00;45,43;32068,75;41119,75;31276,5;31104,5;5.0
02.10.2018 21:00;32,04;31626,25;41068,25;28176,5;26826,25;5.0
02.10.2018 22:00;26,22;30849;40254;25572,5;23346;5.0
02.10.2018 23:00;1,08;30970;40308,25;22561;19212;5.0
03.10.2018 00:00;2,13;33386,75;40456,5;20435,5;16033,25;5.0
03.10.2018 01:00;0,1;33497,5;40195,25;20211,75;14260,5;5.0
03.10.2018 02:00;0,05;33564;40569;19750,25;12724,25;5.0
03.10.2018 03:00;0,07;33322;40052;20059,5;12881,25;5.0
03.10.2018 04:00;-0,08;33172,75;39710,75;20040,25;13026;5.0
03.10.2018 05:00;-0,09;32906,25;39281;20166,5;13418,75;5.0
03.10.2018 06:00;-4,97;32899;39472,25;20030,75;12993,75;5.0
03.10.2018 07:00;-0,06;32426,25;38741,5;20527,5;15650,5;5.0
03.10.2018 08:00;0,7;33348;38702,5;21312,25;18922,75;5.0
03.10.2018 09:00;0,91;35598,25;40420;23259,25;20155,25;5.0
03.10.2018 10:00;-0,03;38523,25;43181,25;23486,5;18800,5;5.0
03.10.2018 11:00;0,03;41216;46075,25;22310,5;17952,5;5.0
03.10.2018 12:00;-0,04;42293,25;47568,25;20848,25;16198;5.0
03.10.2018 13:00;0;41664,25;47571,75;20594;13677,5;5.0
03.10.2018 14:00;0,03;39842,5;46520;20660,25;13240,75;5.0
03.10.2018 15:00;5,75;36411;43767,25;20682,25;15061,25;5.0
03.10.2018 16:00;20,28;31286,75;37936,75;23566,5;20366,75;5.0
03.10.2018 17:00;43,2;24895,25;31501,25;29011,75;27826,5;5.0
03.10.2018 18:00;63,23;18761,75;25202;33296,75;36451,5;5.0
03.10.2018 19:00;71,44;15884,25;22614,25;36622;41561,5;5.0
03.10.2018 20:00;67,95;14292,75;21499,25;36606,25;40827,75;5.0
03.10.2018 21:00;56,88;13425,5;21237;35490;38771,25;5.0
03.10.2018 22:00;62,85;12875,75;20832,75;34634;37761,5;5.0
03.10.2018 23:00;48,72;12244,75;19772,5;33572,25;35397;5.0
04.10.2018 00:00;53,24;11660,25;18358,5;33874;33786,5;5.0
04.10.2018 01:00;46,1;11372;17783,25;33171;32846,5;5.0
04.10.2018 02:00;45,6;11249,25;17218;33571,5;32449,25;5.0
04.10.2018 03:00;46,88;11083;16801;35321,5;33590,5;5.0
04.10.2018 04:00;47,53;11058,75;16931,5;36764,25;35023,25;5.0
04.10.2018 05:00;50,88;11042,75;16328,75;39596;39990,25;5.0
04.10.2018 06:00;74,69;11029,75;16586,5;44811,75;48930,25;5.0
04.10.2018 07:00;80,15;11055,75;16587,25;50009,5;54297,5;5.0
04.10.2018 08:00;81;13007,5;17930,75;51331,25;54856;5.0
04.10.2018 09:00;82,09;16239,75;20580,5;50448,75;52927;5.0
04.10.2018 10:00;78,96;19658,25;24337,25;47938,25;50011,75;5.0
04.10.2018 11:00;75,34;22670,5;27386,5;47549,5;47735,75;5.0
04.10.2018 12:00;63,05;24733,25;29818,75;45804,5;44508,75;5.0
04.10.2018 13:00;54,49;25261,25;31018,25;44421,25;42492,5;5.0
04.10.2018 14:00;54,4;24187;30508,5;44262;41584,75;5.0
04.10.2018 15:00;57,61;21389,5;27620,5;44840,75;43270;5.0
04.10.2018 16:00;66,96;17243,5;23281,25;45508;46597,75;5.0
04.10.2018 17:00;77,23;12468;18332,25;47509,25;51794,75;5.0
04.10.2018 18:00;80,25;9173,5;14735,5;50308,5;56339;5.0
04.10.2018 19:00;88,08;8906,5;14778,75;51560;58720,5;5.0
04.10.2018 20:00;80,67;9390;15547,25;48849,75;55318,75;5.0
04.10.2018 21:00;72,22;10037,5;15961,25;46637,75;50679,25;5.0
04.10.2018 22:00;53,98;10530,75;16759,25;42901,25;45643,75;5.0
04.10.2018 23:00;52,25;10961,25;18106,75;40123,5;40457,75;5.0
05.10.2018 00:00;49,57;13090;18983,75;38499;36392;4.0
05.10.2018 01:00;51,16;13471,25;19531;37960;34073,5;4.0
05.10.2018 02:00;48,91;13601;19586,75;37246,75;33618,75;4.0
05.10.2018 03:00;47,36;13416,5;19495,25;36902,75;33995,5;4.0
05.10.2018 04:00;48,28;13100,75;19081,25;37505,75;35867,25;4.0
05.10.2018 05:00;54,18;12700,75;18381;39617,5;40000,25;4.0
05.10.2018 06:00;63,62;12292;17458,75;43460,5;48568,75;4.0
05.10.2018 07:00;78,87;12192,75;17676,75;47056,75;53546,25;4.0
05.10.2018 08:00;79,74;14914,5;20857,75;48508,25;52603;4.0
05.10.2018 09:00;74,5;19626,75;25634,75;45751,25;47904;4.0
05.10.2018 10:00;55,42;23720,75;29471,5;43654,5;44617;4.0
05.10.2018 11:00;50,21;27225,25;32931,25;41055;41457,75;4.0
05.10.2018 12:00;46,64;29132,5;35303,5;39044;38058;4.0
05.10.2018 13:00;50,72;28880,5;35694;38147;36573,75;4.0
05.10.2018 14:00;48,24;26601;33678,25;38346;36476,25;4.0
05.10.2018 15:00;48,55;22387;29552,75;39754;39911;4.0
05.10.2018 16:00;54,98;16313,75;23395;43135,25;44971;4.0
05.10.2018 17:00;74,99;9720,5;16547,25;46897,75;50882,5;4.0
05.10.2018 18:00;78,66;5877,5;12791,75;50671,5;55581,75;4.0
05.10.2018 19:00;82,96;6370,75;14608,5;49230,5;56358;4.0
05.10.2018 20:00;79,9;7703,25;16766,5;47462,75;51718,75;4.0
05.10.2018 21:00;65,08;8842,75;18271,5;43009,25;46689,25;4.0
05.10.2018 22:00;59,86;9383;18840,75;39947,5;42496,5;4.0
05.10.2018 23:00;54,7;9466,75;18596,25;39185;38645;4.0
06.10.2018 00:00;50,1;9980,75;17387,25;36707;36351,75;29.0
06.10.2018 01:00;52,98;9282;16415;35929;35171,75;29.0
06.10.2018 02:00;51,52;8657,75;15796;35354,75;34432,5;29.0
06.10.2018 03:00;51;8036,25;14996;35307,25;34710;29.0
06.10.2018 04:00;50;7707,25;14265,25;35655;35626,75;29.0
06.10.2018 05:00;46,91;7657,75;13784,75;36793,5;36937,25;29.0
06.10.2018 06:00;53,03;7847,5;13897;38396,5;39390,5;29.0
06.10.2018 07:00;62,37;8393;14630;39188;41470,5;29.0
06.10.2018 08:00;63,98;11690,5;17886,75;39540;41599,25;29.0
06.10.2018 09:00;70,72;16241;22590,5;40151,25;38914,75;29.0
06.10.2018 10:00;64,79;19881;25405,75;38793,5;37202,5;29.0
06.10.2018 11:00;59,06;22956,25;28036,75;38761,75;35682,75;29.0
06.10.2018 12:00;58;25007,25;29310;37755;33410,25;29.0
06.10.2018 13:00;51,51;25327,75;29252,5;36517,5;31184,25;29.0
06.10.2018 14:00;50,2;23676,5;27371,5;36431,75;31211,75;29.0
06.10.2018 15:00;49,23;20257,25;23993,75;36763;34011,75;29.0
06.10.2018 16:00;54,81;15303,5;19049;37963,5;38912,25;29.0
06.10.2018 17:00;59,93;9933,5;14206,25;40044;44838,25;29.0
06.10.2018 18:00;72,06;6879;12153;40969,25;48197,25;29.0
06.10.2018 19:00;82,27;7423,25;13276,5;41549;49084;29.0
06.10.2018 20:00;70,6;8681,75;16092,75;40263,5;43687,25;29.0
06.10.2018 21:00;61,39;9779,5;17310,75;38068;39902;29.0
06.10.2018 22:00;57,02;10924,25;18113,25;36339,5;36690;29.0
06.10.2018 23:00;46,46;11924,25;19003,25;32901,25;32247,25;29.0
07.10.2018 00:00;50,49;12945,75;19359,75;31009,75;28558,75;6.0
07.10.2018 01:00;47,11;13419;19725,75;29873;26381;6.0
07.10.2018 02:00;45,75;13497,5;20583,25;28676,75;24437;6.0
07.10.2018 03:00;43,02;13067;21036,75;27752,5;24011;6.0
07.10.2018 04:00;42,5;12672,25;21707;27551;23817,5;6.0
07.10.2018 05:00;43,8;12239,25;21584,5;28013,25;24876,75;6.0
07.10.2018 06:00;44,6;11718;21433,75;28554,25;25896,5;6.0
07.10.2018 07:00;46,56;11480,75;21281,75;29595,5;28303;6.0
07.10.2018 08:00;50,71;12637;21690,75;30623,25;31238,75;6.0
07.10.2018 09:00;55,98;14853;23860;31462,25;31451,5;6.0
07.10.2018 10:00;55,09;17540,25;26680,5;30728,75;30357,75;6.0
07.10.2018 11:00;55,13;19852;29022,5;30538;30190;6.0
07.10.2018 12:00;54,06;20982,75;28838,75;30517,75;29407,75;6.0
07.10.2018 13:00;50,9;20583;27600,25;29887;28370,25;6.0
07.10.2018 14:00;49,91;18928;24843,75;29732,5;29636,25;6.0
07.10.2018 15:00;49,05;16060,75;21640,75;31363;31747,25;6.0
07.10.2018 16:00;50,21;11954;17065,25;34537,25;36332,5;6.0
07.10.2018 17:00;55,48;7415,5;12464;38312,25;42476;6.0
07.10.2018 18:00;70;4548,5;9631;43161,5;47823,25;6.0
07.10.2018 19:00;80,94;4415,5;10062,75;45230,75;49992;6.0
07.10.2018 20:00;77,07;4422,5;10264,75;45081,5;47519;6.0
07.10.2018 21:00;71,47;4264,25;10212;44035,25;45262,25;6.0
07.10.2018 22:00;68,3;4154,75;10485,75;43287,75;43642,75;6.0
07.10.2018 23:00;59,91;4221;11492,25;40024,25;39729;6.0
08.10.2018 00:00;55,59;5102,25;12465;37687,5;36982;10.0
08.10.2018 01:00;50,3;5782,5;13243,5;37321,75;34994,25;10.0
08.10.2018 02:00;50,16;6432;13568;37317,5;34322,75;10.0
08.10.2018 03:00;47,32;7007;13828,5;37560,25;34523;10.0
08.10.2018 04:00;47,94;7565,5;14360,75;38051;36329,25;10.0
08.10.2018 05:00;51,14;8018,25;15044,5;40430,25;40343;10.0
08.10.2018 06:00;62,79;8332,25;16168,75;44011,75;48627,75;10.0
08.10.2018 07:00;79,98;8817,75;16727,75;48332,5;54312;10.0
08.10.2018 08:00;82,42;11321;19151,5;50339,5;54443,25;10.0
08.10.2018 09:00;81,58;15927,5;22570,75;50151;51375;10.0
08.10.2018 10:00;66,89;20752,25;25160,5;48306;49561,25;10.0
08.10.2018 11:00;52,06;24739,25;27878;45452,25;47361,75;10.0
08.10.2018 12:00;51,57;27025,75;30357,75;43296;43551,25;10.0
08.10.2018 13:00;49,96;27350;31600,25;42956,75;41258;10.0
08.10.2018 14:00;52,07;25705;30512;43718;41442,5;10.0
08.10.2018 15:00;52,81;22128,75;27575;44555;43334,75;10.0
08.10.2018 16:00;61,52;16622;21930,75;45499,25;47375,5;10.0
08.10.2018 17:00;74,9;10503,25;16209,75;47454;53342,75;10.0
08.10.2018 18:00;85,37;6824,25;13598,25;49812;-;10.0
08.10.2018 19:00;102,01;6744,5;14243;52295,25;59602,25;10.0
08.10.2018 20:00;85,77;7062;14194;50653,5;55876,25;10.0
08.10.2018 21:00;78,1;7167;14137,5;47653,5;51861,75;10.0
08.10.2018 22:00;58,01;7064,5;13854,25;46059,5;47633,5;10.0
08.10.2018 23:00;52,95;6962,75;13669;43263;43245,25;10.0
09.10.2018 00:00;56,77;7489,75;13425,75;41729,75;40581,75;1.0
09.10.2018 01:00;57,43;7443,5;12836,5;41509,25;39478,5;1.0
09.10.2018 02:00;55,11;7411;12497,75;41414,25;38850,5;1.0
09.10.2018 03:00;52,35;7466,25;12539,25;42115,75;39215;1.0
09.10.2018 04:00;54,86;7542;12521,5;42671,75;40647;1.0
09.10.2018 05:00;57,99;7533,5;12550,5;43821,5;44882,75;1.0
09.10.2018 06:00;74,27;7584,75;13303,25;46826,5;52502,5;1.0
09.10.2018 07:00;91,37;7825,75;14225,5;51420,25;57224,5;1.0
09.10.2018 08:00;96,68;10119,5;16690,75;51433,75;56622,75;1.0
09.10.2018 09:00;91,95;14389,5;20473,5;50098;52999,5;1.0
09.10.2018 10:00;82,54;18665,75;23991;49592;50260,5;1.0
09.10.2018 11:00;64,7;22437,25;27091;48867,25;47992,5;1.0
09.10.2018 12:00;54,31;24826,25;29516;46119,25;44848,25;1.0
09.10.2018 13:00;53,35;25260,25;30368;45450;43287,25;1.0
09.10.2018 14:00;55,64;23660;29106;46651,25;43211,25;1.0
09.10.2018 15:00;62,41;20044,5;25574,75;47346,5;45914,25;1.0
09.10.2018 16:00;68,97;14663,25;20276,25;47588,75;49763;1.0
09.10.2018 17:00;83,2;8678,5;14875,75;49972;55419;1.0
09.10.2018 18:00;90;5061,5;11929;52360,75;59648,75;1.0
09.10.2018 19:00;110,28;4842,25;12288;54540;61997,5;1.0
09.10.2018 20:00;92,55;5119,5;12711,75;52001,75;57903,75;1.0
09.10.2018 21:00;80,51;5427,25;13120,5;48984,75;53133,25;1.0
09.10.2018 22:00;69,76;5627;13221,25;47654;48651;1.0
09.10.2018 23:00;60,56;5617;12780;45464,75;44578,5;1.0
10.10.2018 00:00;53,7;5146;11942,75;43353,75;41939,5;23.0
10.10.2018 01:00;55,13;4562;11129;42334,25;40688,5;23.0
10.10.2018 02:00;54,88;4010,75;10132,25;41634,75;40897;23.0
10.10.2018 03:00;54,05;3561,5;9334,75;41616,25;42088,75;23.0
10.10.2018 04:00;54,64;3242,25;8840,25;42927;44018,75;23.0
10.10.2018 05:00;55,46;3172,25;8746,5;44990,5;47666;23.0
10.10.2018 06:00;72,16;3408,25;9450;47953,5;55598,5;23.0
10.10.2018 07:00;88;4075,25;10362,5;51860,5;60586,5;23.0
10.10.2018 08:00;93,22;7126;13225;52386,5;59594,25;23.0
10.10.2018 09:00;86,84;12673,25;18369,75;51718,75;54788,5;23.0
10.10.2018 10:00;80,81;17946;23336,75;50665,25;50672;23.0
10.10.2018 11:00;73,69;21910;27029,75;49166,75;47575,5;23.0
10.10.2018 12:00;55,27;24697,75;30766;44532,75;43328,25;23.0
10.10.2018 13:00;53,61;26034,75;32712,75;42578,5;40803,75;23.0
10.10.2018 14:00;51,99;25902,25;32108,5;42135,5;40032,75;23.0
10.10.2018 15:00;53,68;24072,75;29868,5;43233,5;41503;23.0
10.10.2018 16:00;57,47;20457,5;25950,25;45453,75;44025;23.0
10.10.2018 17:00;69,3;16868,75;21187,75;47285,5;49191,25;23.0
10.10.2018 18:00;70,68;17257,75;22271,5;47620,75;50001;23.0
10.10.2018 19:00;72,88;21089,25;27926,25;46595;47369,75;23.0
10.10.2018 20:00;53,71;23321,5;30792;42311;41943,5;23.0
10.10.2018 21:00;51,18;24045,5;31372,75;38395,5;37128,5;23.0
10.10.2018 22:00;46,74;23894,75;30791,25;35673,5;33625;23.0
10.10.2018 23:00;33,04;23701,25;30212,25;33815;29381,5;23.0
11.10.2018 00:00;35,01;23203,75;29229;32622;27179,75;24.0
11.10.2018 01:00;31,71;23016,75;28814,75;32223;25773,25;24.0
11.10.2018 02:00;29,97;22729;28006,5;31978,75;25640,25;24.0
11.10.2018 03:00;30,05;22289;27684;32148,25;26204,5;24.0
11.10.2018 04:00;35,85;21965,25;27299,5;33221,25;28066,5;24.0
11.10.2018 05:00;44,08;21682;26886,75;35815,75;32548,25;24.0
11.10.2018 06:00;49,98;21571;27188,25;39774,75;40871,5;24.0
11.10.2018 07:00;72,96;21233,5;26411,75;42726;47477;24.0
11.10.2018 08:00;71,52;22946;28314,75;43912,25;46670;24.0
11.10.2018 09:00;59,8;26221;30977,25;43008,75;44309,25;24.0
11.10.2018 10:00;49,21;28804,25;32539;42599,75;43182;24.0
11.10.2018 11:00;48,61;30797,75;34444,5;41205;41695,25;24.0
11.10.2018 12:00;47,02;31866;35494,5;39273,75;39602,5;24.0
11.10.2018 13:00;46,9;31028;34371,5;39851,75;39666;24.0
11.10.2018 14:00;49,25;28304,75;31753,5;40833,5;41763,75;24.0
11.10.2018 15:00;59,95;24287;28307;41775,25;44538;24.0
11.10.2018 16:00;65,06;19116,75;23731,75;43297,5;47702,75;24.0
11.10.2018 17:00;72,85;14086,25;19092,75;46789,75;52390,5;24.0
11.10.2018 18:00;81,3;12573;19139;48312,5;54241;24.0
11.10.2018 19:00;88,5;14240,5;22328,5;47985,25;53100;24.0
11.10.2018 20:00;76,34;15440;24223,75;43856,25;47988;24.0
11.10.2018 21:00;58,62;15600,5;24841,5;40330,75;42854,25;24.0
11.10.2018 22:00;52,04;15304;24651;37765,75;39016,25;24.0
11.10.2018 23:00;47,86;14873,75;24268,75;36029,75;35075,5;24.0
12.10.2018 00:00;45,85;15217;24041,5;34463;32703,25;9.0
12.10.2018 01:00;45,88;14693,75;24092,75;34545;30652;9.0
12.10.2018 02:00;45,6;14309,5;24036,75;34186,5;29701,25;9.0
12.10.2018 03:00;45,64;13937,25;23722,5;33546,75;30074;9.0
12.10.2018 04:00;45,8;13634,25;23261,25;33820,25;32150,25;9.0
12.10.2018 05:00;49,64;13443,25;23038;36586,75;36424,25;9.0
12.10.2018 06:00;56,65;13477,75;23448,5;43258,75;43849,5;9.0
12.10.2018 07:00;69,87;13758,75;23357,5;47803,5;49346,75;9.0
12.10.2018 08:00;71,47;15988,5;25048,75;47648,5;49327,25;9.0
12.10.2018 09:00;69,71;19712,75;28410,75;46539;46399;9.0
12.10.2018 10:00;69,52;22819,5;30260;45586;44923,75;9.0
12.10.2018 11:00;61,95;25579,25;33047,5;44626,25;42313,5;9.0
12.10.2018 12:00;49,25;27836;34922,25;42630;39561,75;9.0
12.10.2018 13:00;48,75;28364,75;35052,25;42011;37731,75;9.0
12.10.2018 14:00;47,84;26695,5;33312,75;41467,5;37809,75;9.0
12.10.2018 15:00;53,32;22965,5;29322;42375,5;40713,25;9.0
12.10.2018 16:00;56,95;17411,25;23100,75;44679,5;45687,75;9.0
12.10.2018 17:00;67,32;11796,75;16446,25;47721,25;52582,25;9.0
12.10.2018 18:00;69,94;9908;15116,25;49218,75;55310,25;9.0
12.10.2018 19:00;79,08;12107,75;18446;47847,25;54013;9.0
12.10.2018 20:00;65;14279,75;21829,25;45089,25;46823,75;9.0
12.10.2018 21:00;53,58;15380;23634,5;40556,75;41504,25;9.0
12.10.2018 22:00;50;16006,5;23567,75;38049;38200,75;9.0
12.10.2018 23:00;43,88;16149,25;23573;34282,75;33557;9.0
13.10.2018 00:00;47,8;17681;23200,5;33015,75;30000,25;8.0
13.10.2018 01:00;43,97;17040;22139;32924,75;28732;8.0
13.10.2018 02:00;42,08;16468;21433,25;32299,25;28103,5;8.0
13.10.2018 03:00;39,14;15923,75;20693,5;31884,25;28282,5;8.0
13.10.2018 04:00;42,74;15498;19744;31556,75;29820;8.0
13.10.2018 05:00;43,91;15244,75;19129,5;31777;31159,25;8.0
13.10.2018 06:00;48,34;15126,25;19203,5;32500,25;33534,75;8.0
13.10.2018 07:00;58,18;15217;19518,25;34264,5;36456,25;8.0
13.10.2018 08:00;62,9;17886;22769;34870,75;36492,5;8.0
13.10.2018 09:00;62,43;22356;27889;34521,75;34081,25;8.0
13.10.2018 10:00;52,55;25741,75;30678,25;32344;32709,5;8.0
13.10.2018 11:00;44,05;28123,75;33046,75;30952,75;30903,5;8.0
13.10.2018 12:00;37,4;30554,75;34882,25;29561,75;28163,25;8.0
13.10.2018 13:00;34,1;31532,75;35854,75;28480,5;24795,5;8.0
13.10.2018 14:00;31,95;30402,5;35190,75;28191,5;23648,5;8.0
13.10.2018 15:00;37,42;27017,75;31879,5;28971;26190;8.0
13.10.2018 16:00;50,23;21743;26266,5;31460;30972,5;8.0
13.10.2018 17:00;60,46;16865,5;20025,25;34086,75;38440,75;8.0
13.10.2018 18:00;64,54;16790,5;20992,5;36917,5;40104;8.0
13.10.2018 19:00;55,85;20017,25;26252,75;34985,25;37213,5;8.0
13.10.2018 20:00;40,59;22001;29318,5;30721,25;31693,5;8.0
13.10.2018 21:00;31,52;22574,75;30320,25;29157,75;27650;8.0
13.10.2018 22:00;24,72;22453;29300;27726;26359;8.0
13.10.2018 23:00;20,29;22022,75;28093,25;26153;24177,25;8.0
14.10.2018 00:00;20,76;20996,5;26760,5;25494,25;22370,25;24.0
14.10.2018 01:00;21,44;20308,75;26048;25043;21132,25;24.0
14.10.2018 02:00;20,89;19604;25609;24814,25;20457,75;24.0
14.10.2018 03:00;19,52;18760,75;25378,5;23321,25;20221;24.0
14.10.2018 04:00;20,72;18335,25;24989,25;22866,25;20515,25;24.0
14.10.2018 05:00;20,79;18037,5;24781;22786,75;21263;24.0
14.10.2018 06:00;22,07;17816,75;25116,75;22895;22374,75;24.0
14.10.2018 07:00;25,86;17679,5;24998,25;25087,75;24374;24.0
14.10.2018 08:00;27,69;20121,5;26671,75;26017,25;25633,5;24.0
14.10.2018 09:00;26,71;24355;30023,25;27353;25174,5;24.0
14.10.2018 10:00;26,94;27904,5;32670,25;26630;24243,25;24.0
14.10.2018 11:00;25,76;31342,25;35656,5;25847,75;23296,25;24.0
14.10.2018 12:00;20,73;33945;38178;24211;20220;24.0
14.10.2018 13:00;20,75;34814,5;39565;22940,25;16580,25;24.0
14.10.2018 14:00;13,92;34013,5;38613,5;22142,5;16106,75;24.0
14.10.2018 15:00;19,54;31182;36178,5;22703,5;17919,5;24.0
14.10.2018 16:00;20,74;26174,75;30384,25;26094,25;23786,25;24.0
14.10.2018 17:00;42,82;20433;23238,75;32387,25;32138,75;24.0
14.10.2018 18:00;56,56;18604,75;21919,75;35290,5;37096,5;24.0
14.10.2018 19:00;68,09;20401,25;25084,25;35865,25;36771,75;24.0
14.10.2018 20:00;40,54;21515,5;26919;32042,5;33380,25;24.0
14.10.2018 21:00;32,9;21330,5;26127,25;30800;31600;24.0
14.10.2018 22:00;31,32;20669,25;23850,25;31508,5;32170,5;24.0
14.10.2018 23:00;27;19705;22346,25;30612,5;30862,5;24.0
15.10.2018 00:00;34,93;15925,25;21451,75;30342,5;29165,25;39.0
15.10.2018 01:00;30,86;14910,75;20083,25;30090;29101;39.0
15.10.2018 02:00;29,05;13861;18412,5;29879;30050,5;39.0
15.10.2018 03:00;30,06;12977,5;17007,5;30691,25;31712,25;39.0
15.10.2018 04:00;33;12106,5;16103,75;32676,25;34302,5;39.0
15.10.2018 05:00;42;11510,75;15652,25;36896;39564,75;39.0
15.10.2018 06:00;60,02;11168,75;15753,5;44411,5;48586,25;39.0
15.10.2018 07:00;79,38;10905,75;15514,25;49604,5;55365,5;39.0
15.10.2018 08:00;79,05;13154,75;17798;51266,5;55316,75;39.0
15.10.2018 09:00;74,72;17313;21987,75;49687,75;51247;39.0
15.10.2018 10:00;62,39;20351,5;24830,25;48775;48743;39.0
15.10.2018 11:00;52,89;23088,5;26846;48371;47560,5;39.0
15.10.2018 12:00;48,52;24912,75;28077;48098,5;45393,5;39.0
15.10.2018 13:00;49,82;24683;27874,5;48294,5;45209,5;39.0
15.10.2018 14:00;51,45;22469,75;26397,5;48236,25;45716,75;39.0
15.10.2018 15:00;55,26;18506;22869,5;48792,5;48029;39.0
15.10.2018 16:00;71,86;12755,75;17302,75;50623;52258,75;39.0
15.10.2018 17:00;80,28;6774,5;11919;53305,5;57828,75;39.0
15.10.2018 18:00;90;4444,75;10620,75;54665,25;61410;39.0
15.10.2018 19:00;107,32;5247;11610,5;55204,25;62530;39.0
15.10.2018 20:00;75,31;5914,25;12078,75;52599,5;57896;39.0
15.10.2018 21:00;70,49;6049;11559,5;50843,75;54096,25;39.0
15.10.2018 22:00;59,05;5964;11104,25;49008,25;50530;39.0
15.10.2018 23:00;59,07;5704,5;10368,5;47128;47008,25;39.0
16.10.2018 00:00;56,06;3748;9647;45360;44656,75;16.0
16.10.2018 01:00;53,55;3138,75;9109;44730,5;43246,25;16.0
16.10.2018 02:00;52,01;2623,25;8704,75;44687;42709,5;16.0
16.10.2018 03:00;51;2216,75;8226,25;44544,5;43368,75;16.0
16.10.2018 04:00;52,2;1933,75;7622,75;44686,75;45213,25;16.0
16.10.2018 05:00;57,02;1677,5;7668,5;46877;49009,25;16.0
16.10.2018 06:00;77,73;1564,5;8059,75;51136;57151;16.0
16.10.2018 07:00;86,98;1644;8506,25;54973,25;63201,75;16.0
16.10.2018 08:00;95,01;3871;10560;54897,25;62933,25;16.0
16.10.2018 09:00;86,02;9002,25;15103,75;54016,75;58178,5;16.0
16.10.2018 10:00;78,82;13967,5;19520,5;52741,75;54397,25;16.0
16.10.2018 11:00;75,93;17527,5;22842,5;51520,25;52252;16.0
16.10.2018 12:00;70,91;19159;24285,5;50841,5;49731;16.0
16.10.2018 13:00;69,36;19051,25;24382;50665;49324,5;16.0
16.10.2018 14:00;68,61;17289,25;22298;50960,25;50717,25;16.0
16.10.2018 15:00;69,19;13893;18733;50428;53069;16.0
16.10.2018 16:00;74,04;9030,75;14115,25;51324,5;56345;16.0
16.10.2018 17:00;80,95;3911;9562,5;52871;61263;16.0
